id,name,subject,subject_abbreviation,total_students,avg_gpa
1778,Minerals - A Public Problem,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,86,2.953488372
1779,Minerals - A Public Problem,Geoscience,GEOSCI,86,2.953488372
1780,Miscommunication,Communication Arts,COM ARTS,196,2.905612245
1781,"Mod Latin Am, 1898 to Present",History,HISTORY,440,3.4
1782,Mod Physics for Engineers,Physics,PHYSICS,465,3.056399132
1783,Modern Algebra,Mathematics,MATH,1519,2.976383266
1784,Modern Amer Drama & Theatre,English,ENGL,78,3.406666667
1785,Modern Amer Drama & Theatre,Theatre and Drama,THEATRE,78,3.406666667
1786,Modern American Literature,English,ENGL,438,3.344393593
1787,Modern Britain: 1485-1660,History,HISTORY,364,3.194524496
1788,Modern Critical Theories,English,ENGL,317,3.224919094
1789,Modern Critical Theories,ENGLISH,ENGLISH,317,3.224919094
1790,Modern Dance I,Dance,DANCE,379,3.79076087
1791,Modern Ethical Theories,Philosophy,PHILOS,280,3.394545455
1792,Modern Europe 1500-1815,History,HISTORY,1895,3.158042745
1793,"Modern India, 1860-1990",History,HISTORY,69,3.078125
1794,"Modern India, 1860-1990",Languages and Cultures of Asia,LCA,69,3.078125
1795,Modern Latin America,History,HISTORY,115,3.320175439
1796,Modern Literature,English,ENGL,563,3.271559633
1797,Modern Physics,Physics,PHYSICS,225,3.16367713
1798,Modernity Studies,French (French and Italian),FRENCH,407,3.511221945
1799,Molec & Metabolic Basis of Med,Comparative Biosciences,COMP BIO,734,3.329019074
1800,Molec Approach-Crop Improvt,Genetics,GENETICS,155,3.240131579
1801,Molec Approach-Crop Improvt,Horticulture,HORT,155,3.240131579
1802,Molecular Biology Techniques,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,274,3.167286245
1803,Molecular Biology Techniques,Horticulture,HORT,274,3.167286245
1804,Molecular Biology Techniques,Patho-Biological Sciences,PATH-BIO,274,3.167286245
1805,Momentum&Heat Transfer Oper,Chemical and Biological Engineering,CBE,1017,2.932645034
1806,Money and Banking,Economics,ECON,3869,2.775974876
1807,Monitoring Earth by Satellite,Geoscience,GEOSCI,359,3.023188406
1808,Monsters & Science: A History,Geoscience,GEOSCI,364,3.597859327
1809,Monsters & Science: A History,History of Science,HIST SCI,364,3.597859327
1810,Morphology,Linguistics,LINGUIS,277,3.334558824
1811,Motor Learning&Performance,Kinesiology,KINES,1059,3.497164461
1812,Mountains and Moving Plates,Geoscience,GEOSCI,648,2.724473258
1813,Movemnt as Matl Thru Improv,Dance,DANCE,198,3.746153846
1814,Multi-Var Calc & Linear Alg,Mathematics,MATH,627,3.268860353
1815,Multicult Lit-Chld&Yng Adlt,Library and Information Studies,L I S,289,3.672535211
1816,Music in Performance,Music,MUSIC,18521,3.950470865
1817,Musica Pract:Aural Skills 1,Music,MUSIC,651,3.312596006
1818,Musica Pract:Aural Skills 4,Music,MUSIC,257,3.426070039
1819,Musica Practica 1,Music,MUSIC,651,3.176651306
1820,Musica Practica 2,Music,MUSIC,489,3.178936605
1821,Musical Cultures-World,Folklore Program,FOLKLORE,73,3.493150685
1822,Musical Cultures-World,Music,MUSIC,73,3.493150685
1823,Mystery and Crime Fiction,English,ENGL,560,3.563985375
1824,Nature of Criticism,Communication Arts,COM ARTS,295,3.589655172
1825,Nature of Food,Food Science,FOOD SCI,309,3.07980456
1826,"Nature, Power and Society",Environmental Studies - Gaylord Nelson Institute,ENVIR ST,182,3.011173184
1827,"Nature, Power and Society",Geography,GEOG,182,3.011173184
1828,Nazi Culture,German,GERMAN,649,3.256269592
1829,Negotiations,Law,LAW,1688,3.701898734
1830,Negotiations,Management and Human Resources,M H R,1688,3.701898734
1831,Netherlandish Painting-15c,Art History,ART HIST,175,3.462406015
1832,Neural Base Comm,Communication Sciences and Disorders,CS&D,477,3.561181435
1833,Neurobi II:Intr-Brain&Behav,Neuroscience Training Program,NTP,1168,3.254119688
1834,Neurobi II:Intr-Brain&Behav,Physiology,PHYSIOL,1168,3.254119688
1835,Neurobi II:Intr-Brain&Behav,Psychology,PSYCH,1168,3.254119688
1836,Neurobi II:Intr-Brain&Behav,Zoology,ZOOLOGY,1168,3.254119688
1837,Neurobiology,Neuroscience Training Program,NTP,2837,3.395315827
1838,Neurobiology,Psychology,PSYCH,2837,3.395315827
1839,Neurobiology,Zoology,ZOOLOGY,2837,3.395315827
1840,New Media and Society,Communication Arts,COM ARTS,188,3.225806452
1841,Nonlinear Optimization I,Computer Sciences,COMP SCI,353,3.415451895
1842,Nonlinear Optimization I,Industrial and Systems Engineering,I SY E,353,3.415451895
1843,Nonlinear Optimization I,Mathematics,MATH,353,3.415451895
1844,Nonlinear Optimization I,Statistics,STAT,353,3.415451895
1845,Nonprofit Sector: Overview,Civil Society and Community Studies,CSCS,433,3.446511628
1846,Nonprofit Sector: Overview,Interdisciplinary Courses (SOHE),INTER-HE,433,3.446511628
1847,Normal Aspects of Hearing,Communication Sciences and Disorders,CS&D,1629,3.419334975
1848,Nuclear Engr Materials,Materials Science and Engineering,M S & E,186,3.205405405
1849,Nuclear Engr Materials,Nuclear Engineering,N E,186,3.205405405
1850,Nuclear Instrumentation Lab,Nuclear Engineering,N E,406,3.340101523
1851,Nuclear Reactor Engineering,Nuclear Engineering,N E,296,3.094178082
1852,Nuclear Reactor Laboratory,Nuclear Engineering,N E,308,3.31986532
1853,Nuclear Reactor Theory,Nuclear Engineering,N E,312,3.044117647
1854,Nuclear Weapons&World Poltc,Political Science,POLI SCI,572,3.11722913
1855,null,Accounting and Information Systems,ACCT I S,23284,3.675710656
1856,null,African Languages and Literature,AFRICAN,23284,3.675710656
1857,null,Afro-American Studies,AFROAMER,23284,3.675710656
1858,null,Agricultural and Applied Economics,A A E,23284,3.675710656
1859,null,Agroecology,AGROECOL,23284,3.675710656
1860,null,Agronomy,AGRONOMY,23284,3.675710656
1861,null,American Indian Studies,AMER IND,23284,3.675710656
1862,null,Anatomy,ANATOMY,23284,3.675710656
1863,null,Anesthesiology,ANESTHES,23284,3.675710656
1864,null,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,23284,3.675710656
1865,null,Animal Sciences,AN SCI,23284,3.675710656
1866,null,Anthropology,ANTHRO,23284,3.675710656
1867,null,Art Department,ART,23284,3.675710656
1868,null,Art Education (Department of Art),ART ED,23284,3.675710656
1869,null,Art History,ART HIST,23284,3.675710656
1870,null,Asian American Studies,ASIAN AM,23284,3.675710656
1871,null,Astronomy,ASTRON,23284,3.675710656
1872,null,Atmospheric and Oceanic Sciences,ATM OCN,23284,3.675710656
1873,null,Biochemistry,BIOCHEM,23284,3.675710656
1874,null,Biological Systems Engineering,BSE,23284,3.675710656
1875,null,Biology,BIOLOGY,23284,3.675710656
1876,null,Biology Core Curriculum,BIOCORE,23284,3.675710656
1877,null,Biomedical Engineering,B M E,23284,3.675710656
1878,null,Biomolecular Chemistry,BMOLCHEM,23284,3.675710656
1879,null,Biostatistics and Medical Informatics,B M I,23284,3.675710656
1880,null,Botany,BOTANY,23284,3.675710656
1881,null,Cell and Regenerative Biology,CRB,23284,3.675710656
1882,null,Chemical and Biological Engineering,CBE,23284,3.675710656
1883,null,Chemistry,CHEM,23284,3.675710656
1884,null,Chicana/o and Latina/o Studies,CHICLA,23284,3.675710656
1885,null,Civil and Environmental Engineering,CIV ENGR,23284,3.675710656
1886,null,Civil Society and Community Studies,CSCS,23284,3.675710656
1887,null,Classics,CLASSICS,23284,3.675710656
1888,null,Communication Arts,COM ARTS,23284,3.675710656
1889,null,Communication Sciences and Disorders,CS&D,23284,3.675710656
1890,null,Community and Environmental Sociology,C&E SOC,23284,3.675710656
1891,null,Comparative Biosciences,COMP BIO,23284,3.675710656
1892,null,Comparative Literature,COMP LIT,23284,3.675710656
1893,null,Computer Sciences,COMP SCI,23284,3.675710656
1894,null,Consumer Science,CNSR SCI,23284,3.675710656
1895,null,Counseling Psychology,COUN PSY,23284,3.675710656
1896,null,Curriculum and Instruction,CURRIC,23284,3.675710656
1897,null,Dairy Science,DY SCI,23284,3.675710656
1898,null,Design Studies,DS,23284,3.675710656
1899,null,East Asian Area Studies,E A STDS,23284,3.675710656
1900,null,East Asian Languages and Literature,E ASIAN,23284,3.675710656
1901,null,Economics,ECON,23284,3.675710656
1902,null,Educational Leadership and Policy Analysis,ELPA,23284,3.675710656
1903,null,Educational Policy Studies,ED POL,23284,3.675710656
1904,null,Educational Psychology,ED PSYCH,23284,3.675710656
1905,null,Electrical and Computer Engineering,E C E,23284,3.675710656
1906,null,Emergency Medicine,EMER MED,23284,3.675710656
1907,null,Engineering Mechanics and Astronautics,E M A,23284,3.675710656
1908,null,Engineering Physics,E P,23284,3.675710656
1909,null,Engineering Professional Development,E P D,23284,3.675710656
1910,null,English,ENGL,23284,3.675710656
1911,null,ENGLISH,ENGLISH,23284,3.675710656
1912,null,English as a Second Language,ESL,23284,3.675710656
1913,null,Entomology,ENTOM,23284,3.675710656
1914,null,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,23284,3.675710656
1915,null,FAMILY AND CONSUMER COMMUNICATIONS,FAM COM,23284,3.675710656
1916,null,Family Medicine,FAM MED,23284,3.675710656
1917,null,"Finance, Investment and Banking",FINANCE,23284,3.675710656
1918,null,Folklore Program,FOLKLORE,23284,3.675710656
1919,null,Food Science,FOOD SCI,23284,3.675710656
1920,null,Forest and Wildlife Ecology,F&W ECOL,23284,3.675710656
1921,null,French (French and Italian),FRENCH,23284,3.675710656
1922,null,Gender and Women’s Studies,GEN&WS,23284,3.675710656
1923,null,General Business,GEN BUS,23284,3.675710656
1924,null,Genetics,GENETICS,23284,3.675710656
1925,null,Geography,GEOG,23284,3.675710656
1926,null,Geological Engineering,G L E,23284,3.675710656
1927,null,Geoscience,GEOSCI,23284,3.675710656
1928,null,German,GERMAN,23284,3.675710656
1929,null,Greek (Classics),GREEK,23284,3.675710656
1930,null,HEBREW,HEBR ST,23284,3.675710656
1931,null,Hebrew-Biblical,HEBR-BIB,23284,3.675710656
1932,null,Hebrew-Modern,HEBR-MOD,23284,3.675710656
1933,null,History,HISTORY,23284,3.675710656
1934,null,History of Science,HIST SCI,23284,3.675710656
1935,null,Horticulture,HORT,23284,3.675710656
1936,null,Human Development and Family Studies,HDFS,23284,3.675710656
1937,null,Human Oncology,H ONCOL,23284,3.675710656
1938,null,Industrial and Systems Engineering,I SY E,23284,3.675710656
1939,null,INDUSTRIAL RELATIONS,IND REL,23284,3.675710656
1940,null,Information Systems,INFO SYS,23284,3.675710656
1941,null,Integrated Liberal Studies,ILS,23284,3.675710656
1942,null,Interdisciplinary Courses (CALS),INTER-AG,23284,3.675710656
1943,null,Interdisciplinary Courses (Engineering),INTEREGR,23284,3.675710656
1944,null,Interdisciplinary Courses (L&S),INTER-LS,23284,3.675710656
1945,null,Interdisciplinary Courses (SOHE),INTER-HE,23284,3.675710656
1946,null,International Business,INTL BUS,23284,3.675710656
1947,null,International Studies,INTL ST,23284,3.675710656
1948,null,Italian (French and Italian),ITALIAN,23284,3.675710656
1949,null,Jewish Studies,JEWISH,23284,3.675710656
1950,null,Journalism and Mass Communication,JOURN,23284,3.675710656
1951,null,Kinesiology,KINES,23284,3.675710656
1952,null,La Follette School of Public Affairs,PUB AFFR,23284,3.675710656
1953,null,Landscape Architecture,LAND ARC,23284,3.675710656
1954,null,Languages and Cultures of Asia,LCA,23284,3.675710656
1955,null,Languages and Cultures of Asia - Languages,LCA LANG,23284,3.675710656
1956,null,Latin (Classics),LATIN,23284,3.675710656
1957,null,"Latin American, Caribbean, and Iberian Studies",LACIS,23284,3.675710656
1958,null,Law,LAW,23284,3.675710656
1959,null,Legal Studies,LEGAL ST,23284,3.675710656
1960,null,Library and Information Studies,L I S,23284,3.675710656
1961,null,Life Sciences Communication,LSC,23284,3.675710656
1962,null,Linguistics,LINGUIS,23284,3.675710656
1963,null,Literature in Translation,LITTRANS,23284,3.675710656
1964,null,Management and Human Resources,M H R,23284,3.675710656
1965,null,Materials Science and Engineering,M S & E,23284,3.675710656
1966,null,Mathematics,MATH,23284,3.675710656
1967,null,Mechanical Engineering,M E,23284,3.675710656
1968,null,Medical Genetics,MD GENET,23284,3.675710656
1969,null,Medical History and Bioethics,MED HIST,23284,3.675710656
1970,null,Medical Microbiology and Immunology,M M & I,23284,3.675710656
1971,null,Medical Physics,MED PHYS,23284,3.675710656
1972,null,Medical Sciences - Medical School,MED SC-M,23284,3.675710656
1973,null,Medical Sciences - Veterinary Medicine,MED SC-V,23284,3.675710656
1974,null,Medicine,MEDICINE,23284,3.675710656
1975,null,Medieval Studies,MEDIEVAL,23284,3.675710656
1976,null,Microbiology,MICROBIO,23284,3.675710656
1977,null,Molecular and Environmental Toxicology Center,M&ENVTOX,23284,3.675710656
1978,null,Music,MUSIC,23284,3.675710656
1979,null,Music-Performance,MUS PERF,23284,3.675710656
1980,null,Naval Science,NAV SCI,23284,3.675710656
1981,null,Neurological Surgery,NEURSURG,23284,3.675710656
1982,null,Neurology,NEUROL,23284,3.675710656
1983,null,Neuroscience,NEURODPT,23284,3.675710656
1984,null,Neuroscience Training Program,NTP,23284,3.675710656
1985,null,Nuclear Engineering,N E,23284,3.675710656
1986,null,Nursing,NURSING,23284,3.675710656
1987,null,Nutritional Sciences,NUTR SCI,23284,3.675710656
1988,null,Obstetrics and Gynecology,OBS&GYN,23284,3.675710656
1989,null,Operations and Technology Management,OTM,23284,3.675710656
1990,null,Ophthalmology and Visual Sciences,OPHTHALM,23284,3.675710656
1991,null,Patho-Biological Sciences,PATH-BIO,23284,3.675710656
1992,null,Pathology and Laboratory Medicine,PATH,23284,3.675710656
1993,null,Pediatrics,PEDIAT,23284,3.675710656
1994,null,Pharmacology,PHMCOL-M,23284,3.675710656
1995,null,Pharmacy,PHARMACY,23284,3.675710656
1996,null,Pharmacy Practice,PHM PRAC,23284,3.675710656
1997,null,Philosophy,PHILOS,23284,3.675710656
1998,null,PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,23284,3.675710656
1999,null,Physical Therapy,PHY THER,23284,3.675710656
2000,null,Physician Assistant Program,PHY ASST,23284,3.675710656
2001,null,Physics,PHYSICS,23284,3.675710656
2002,null,Physiology,PHYSIOL,23284,3.675710656
2003,null,Plant Pathology,PL PATH,23284,3.675710656
2004,null,Political Science,POLI SCI,23284,3.675710656
2005,null,Population Health Sciences,POP HLTH,23284,3.675710656
2006,null,Portuguese (Spanish and Portuguese),PORTUG,23284,3.675710656
2007,null,Psychiatry,PSYCHIAT,23284,3.675710656
2008,null,Psychology,PSYCH,23284,3.675710656
2009,null,Radiology,RADIOL,23284,3.675710656
2010,null,Real Estate and Urban Land Economics,REAL EST,23284,3.675710656
2011,null,Rehabilitation Medicine,RHAB MED,23284,3.675710656
2012,null,Rehabilitation Psychology and Special Education,RP & SE,23284,3.675710656
2013,null,Religious Studies,RELIG ST,23284,3.675710656
2014,null,Scandinavian Studies,SCAND ST,23284,3.675710656
2015,null,Science and Technology Studies,STS,23284,3.675710656
2016,null,Senior Medical Program,SR MED,23284,3.675710656
2017,null,Slavic (Slavic Languages),SLAVIC,23284,3.675710656
2018,null,Social and Administrative Pharmacy,S&A PHM,23284,3.675710656
2019,null,Social Work,SOC WORK,23284,3.675710656
2020,null,Sociology,SOC,23284,3.675710656
2021,null,Soil Science,SOIL SCI,23284,3.675710656
2022,null,Spanish (Spanish and Portuguese),SPANISH,23284,3.675710656
2023,null,Statistics,STAT,23284,3.675710656
2024,null,Surgery,SURGERY,23284,3.675710656
2025,null,Theatre and Drama,THEATRE,23284,3.675710656
2026,null,Therapeutic Science (Department of Kinesiology),THER SCI,23284,3.675710656
2027,null,TRANSPORTATION AND PUBLIC UTILITIES,TRAN P U,23284,3.675710656
2028,null,Urban and Regional Planning,URB R PL,23284,3.675710656
2029,null,WILDLIFE ECOLOGY,WL ECOL,23284,3.675710656
2030,null,Zoology,ZOOLOGY,23284,3.675710656
2031,Numerical Analysis,Computer Sciences,COMP SCI,337,3.143712575
2032,Numerical Analysis,Mathematics,MATH,337,3.143712575
2033,Numerical Linear Algebra,Computer Sciences,COMP SCI,192,3.050802139
2034,Numerical Linear Algebra,Mathematics,MATH,192,3.050802139
2035,Nursing Research,Collaborative Nursing Program,CNP,309,3.75
2036,Nursing Research,Nursing,NURSING,309,3.75
2037,Nutrition in the Life Span,Nutritional Sciences,NUTR SCI,786,3.167729592
2038,Nutrition Today,Nutritional Sciences,NUTR SCI,19463,2.874799192
2039,Old English,English,ENGL,198,3.417098446
2040,Old English,ENGLISH,ENGLISH,198,3.417098446
2041,Old English,Medieval Studies,MEDIEVAL,198,3.417098446
2042,On-Site Waste Water Treatment,Biological Systems Engineering,BSE,149,2.931972789
2043,On-Site Waste Water Treatment,Civil and Environmental Engineering,CIV ENGR,149,2.931972789
2044,On-Site Waste Water Treatment,Soil Science,SOIL SCI,149,2.931972789
2045,Online Comm & Personal Rltnshp,Communication Arts,COM ARTS,191,2.85978836
2046,Oper Rsch-Determnstc Modelg,Industrial and Systems Engineering,I SY E,940,3.120064034
2047,Opera,Music,MUSIC,917,3.658438576
2048,Operations Management,Operations and Technology Management,OTM,8711,3.208285319
2049,Ordinary Differentl Equations,Mathematics,MATH,97,3.015463918
2050,Organic Chemistry Lab,Chemistry,CHEM,316,3.254934211
2051,Organismal Biology,Biology Core Curriculum,BIOCORE,742,3.080405405
2052,Organizational Behavior,Management and Human Resources,M H R,9872,3.046698545
2053,Orientation to Wildlfe Ecology,Forest and Wildlife Ecology,F&W ECOL,238,3.877637131
2054,Origins-Scientific Thought,History of Science,HIST SCI,1146,3.288636364
2055,Ornithology,Animal Sciences,AN SCI,916,2.916945373
2056,Ornithology,Forest and Wildlife Ecology,F&W ECOL,916,2.916945373
2057,Ornithology,Zoology,ZOOLOGY,916,2.916945373
2058,Outstnd Figures-18c Eng Lit,ENGLISH,ENGLISH,145,3.583916084
2059,Outstnd Figures-19c Eng Lit,ENGLISH,ENGLISH,85,3.401234568
2060,Paleobiology,Geoscience,GEOSCI,91,3.213483146
2061,Paleobiology,Zoology,ZOOLOGY,91,3.213483146
2062,Parasitology,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,1547,2.878483474
2063,Parasitology,Entomology,ENTOM,1547,2.878483474
2064,Parasitology,Medical Microbiology and Immunology,M M & I,1547,2.878483474
2065,Parasitology,Patho-Biological Sciences,PATH-BIO,1547,2.878483474
2066,Parasitology,Zoology,ZOOLOGY,1547,2.878483474
2067,Parent Educ & Support Programs,Human Development and Family Studies,HDFS,532,3.784499055
